,sample_name,from_image,from_area,sample_path,label
283,283,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\283.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
284,284,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\284.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
285,285,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\285.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
286,286,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\286.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
287,287,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\287.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
288,288,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\288.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
289,289,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\289.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
290,290,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\290.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
291,291,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\291.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
292,292,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\292.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
293,293,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\293.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
294,294,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\294.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
295,295,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\295.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
296,296,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\296.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
297,297,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\297.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
298,298,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\298.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
299,299,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\299.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
300,300,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\300.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
301,301,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\301.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
302,302,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\302.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
303,303,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\303.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
304,304,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\304.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
305,305,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\305.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
306,306,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\306.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
307,307,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\307.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
308,308,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\308.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
309,309,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\309.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
310,310,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\310.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
311,311,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\311.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
312,312,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\312.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
313,313,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\313.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
314,314,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\314.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
315,315,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\315.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
316,316,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\316.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
317,317,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\317.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
318,318,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\318.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
319,319,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\319.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
320,320,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\320.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
321,321,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\321.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
322,322,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\322.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
323,323,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\323.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
324,324,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\324.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
325,325,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\325.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
326,326,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\326.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
327,327,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\327.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
328,328,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\328.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
329,329,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\329.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
330,330,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\330.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
331,331,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\331.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
332,332,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\332.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
333,333,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\333.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
334,334,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\334.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
335,335,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\335.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
336,336,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\336.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
337,337,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\337.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
338,338,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\338.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
339,339,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\339.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
340,340,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\340.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
341,341,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\341.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
342,342,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\342.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
343,343,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\343.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
344,344,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\344.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
345,345,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\345.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
346,346,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\346.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
347,347,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\347.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
348,348,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\348.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
349,349,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\349.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
350,350,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\350.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
351,351,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\351.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
352,352,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\352.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
353,353,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\353.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
354,354,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\354.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
355,355,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\355.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
356,356,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\356.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
357,357,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\357.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
358,358,Mezad_Hashavyahu_Ostracon (1).png,Database,C:\Users\yarin\PycharmProjects\GuidedProject\Database\Mezad Hashaviyahu (7th century Judah)\Samples\358.png,Database_-_Mezad_Hashavyahu_Ostracon (1).png
359,359,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\359.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
360,360,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\360.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
361,361,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\361.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
362,362,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\362.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
363,363,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\363.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
364,364,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\364.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
365,365,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\365.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
366,366,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\366.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
367,367,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\367.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
368,368,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\368.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
369,369,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\369.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
370,370,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\370.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
371,371,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\371.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
372,372,Samaria_37_4551_16b_4800dpi_3.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\Samaria_37_4551_16b_4800dpi_3\Samples\372.png,Samaria (first half of 8th century Israel)_-_Samaria_37_4551_16b_4800dpi_3.png
373,373,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\373.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
374,374,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\374.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
375,375,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\375.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
376,376,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\376.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
377,377,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\377.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
378,378,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\378.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
379,379,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\379.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
380,380,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\380.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
381,381,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\381.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
382,382,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\382.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
383,383,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\383.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
384,384,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\384.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
385,385,SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png,Samaria (first half of 8th century Israel),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Samaria (first half of 8th century Israel)\SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi\Samples\385.png,Samaria (first half of 8th century Israel)_-_SAM_I_597_ostr18_57_2_55_3931_4582_4583_4660_diapositive_1200ppi.png
